team,res,pts,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,oreb,dreb,reb,ast,stl,blk,tov,pf
BKN,W,113,37,84,44,13,33,39.4,26,34,76.5,16,33,49,19,3,4,10,27
PHX,W,104,43,90,47.8,9,36,25,9,9,100,9,38,47,26,4,3,13,16
LAL,W,100,38,78,48.7,6,26,23.1,18,25,72,9,36,45,23,15,3,23,23
HOU,L,101,37,87,42.5,17,44,38.6,10,13,76.9,7,40,47,26,5,9,19,20
ATL,W,124,46,84,54.8,13,33,39.4,19,24,79.2,8,37,45,31,6,5,10,23
DET,L,111,33,73,45.2,11,31,35.5,34,47,72.3,7,29,36,19,6,4,9,30
DEN,W,113,47,93,50.5,14,28,50,5,7,71.4,11,25,36,28,7,7,8,16
NYK,W,106,34,93,36.6,7,28,25,31,42,73.8,18,37,55,14,12,4,13,28
MIA,L,122,47,84,56,16,34,47.1,12,13,92.3,5,34,39,34,3,7,11,18
LAL,L,101,34,78,43.6,9,26,34.6,24,33,72.7,7,35,42,22,10,0,20,19
POR,W,125,44,92,47.8,20,46,43.5,17,19,89.5,10,30,40,24,3,7,10,14
WAS,L,102,37,80,46.3,8,26,30.8,20,33,60.6,8,38,46,26,8,9,17,32
GSW,L,119,45,88,51.1,17,32,53.1,12,12,100,7,31,38,24,4,0,12,19
PHI,W,109,39,80,48.8,17,45,37.8,14,21,66.7,7,32,39,24,13,9,20,26
SAS,L,85,33,82,40.2,8,23,34.8,11,13,84.6,2,37,39,16,4,6,7,14
LAC,W,98,34,89,38.2,13,34,38.2,17,18,94.4,14,43,57,16,6,5,8,13
SAC,W,141,53,89,59.6,19,38,50,16,19,84.2,5,33,38,28,6,4,6,13
OKC,L,107,43,95,45.3,10,35,28.6,11,17,64.7,9,35,44,26,13,8,14,10
SAS,L,101,39,85,45.9,7,22,31.8,16,19,84.2,6,34,40,22,6,6,16,24
DEN,L,111,41,98,41.8,14,43,32.6,15,18,83.3,17,29,46,25,5,2,11,19
TOR,W,135,45,89,50.6,24,48,50,21,23,91.3,9,36,45,31,3,6,9,21
BKN,L,88,35,97,36.1,7,35,20,11,15,73.3,13,35,48,19,9,1,9,10
BOS,L,119,45,94,47.9,19,47,40.4,10,10,100,9,29,38,24,9,6,12,15
SAC,W,110,40,84,47.6,10,30,33.3,20,22,90.9,12,30,42,21,5,6,16,16
MIL,W,121,45,90,50,17,37,45.9,14,20,70,13,33,46,19,8,5,16,14
CHA,W,122,41,80,51.3,18,38,47.4,22,29,75.9,10,40,50,27,4,3,13,20
DET,L,111,44,83,53,11,28,39.3,12,19,63.2,5,36,41,29,8,9,15,18
MEM,W,116,47,99,47.5,11,30,36.7,11,13,84.6,14,42,56,19,12,10,17,10
ATL,L,108,41,85,48.2,7,25,28,19,23,82.6,11,31,42,17,5,3,13,20
MIN,L,108,38,86,44.2,12,38,31.6,20,26,76.9,6,31,37,24,6,2,12,25
LAC,W,134,49,88,55.7,17,33,51.5,19,30,63.3,5,39,44,23,10,3,8,20
UTA,W,118,41,91,45.1,23,55,41.8,13,14,92.9,11,45,56,24,6,6,11,15
ORL,W,112,42,90,46.7,13,37,35.1,15,19,78.9,9,40,49,18,3,5,11,18
CLE,W,103,42,92,45.7,11,29,37.9,8,10,80,12,34,46,28,8,7,10,16
IND,W,116,45,97,46.4,15,34,44.1,11,14,78.6,11,26,37,25,7,8,10,20
HOU,L,97,33,86,38.4,16,49,32.7,15,22,68.2,10,29,39,24,6,2,6,19
CHI,L,94,37,83,44.6,8,28,28.6,12,14,85.7,10,35,45,21,6,4,15,12
DAL,W,128,48,99,48.5,16,44,36.4,16,22,72.7,14,39,53,27,5,6,10,22
PHX,L,111,40,90,44.4,11,33,33.3,20,22,90.9,10,37,47,22,9,3,8,15
LAL,L,111,36,85,42.4,18,37,48.6,21,30,70,6,28,34,25,10,4,13,17
DEN,W,110,45,91,49.5,8,30,26.7,12,13,92.3,13,39,52,25,12,7,10,13
MIA,L,100,36,86,41.9,13,36,36.1,15,17,88.2,17,33,50,23,3,4,13,13
BKN,W,116,43,87,49.4,9,30,30,21,27,77.8,10,37,47,25,5,2,8,17
POR,L,112,36,90,40,19,55,34.5,21,23,91.3,13,31,44,25,4,5,8,20
PHI,W,108,39,86,45.3,7,24,29.2,23,35,65.7,13,38,51,15,5,4,13,24
ORL,L,99,39,88,44.3,11,34,32.4,10,14,71.4,9,28,37,27,8,4,13,12
GSW,L,98,36,83,43.4,8,25,32,18,26,69.2,6,32,38,22,5,7,11,23
NOP,W,128,47,90,52.2,10,29,34.5,24,26,92.3,11,42,53,28,9,3,13,24
WAS,L,113,38,79,48.1,9,23,39.1,28,35,80,7,31,38,25,5,5,16,23
NYK,W,131,47,92,51.1,16,30,53.3,21,24,87.5,12,30,42,23,6,8,10,28
PHX,W,110,45,91,49.5,12,37,32.4,8,9,88.9,8,31,39,29,5,6,6,18
MIN,L,103,38,92,41.3,14,39,35.9,13,18,72.2,11,31,42,24,11,4,12,17
OKC,W,112,41,87,47.1,21,37,56.8,9,10,90,9,38,47,27,8,10,14,14
TOR,L,99,37,87,42.5,10,40,25,15,19,78.9,8,36,44,19,6,5,13,24
SAC,W,119,49,90,54.4,13,30,43.3,8,12,66.7,10,39,49,26,6,7,16,17
LAC,W,119,42,85,49.4,17,38,44.7,18,20,90,8,36,44,26,4,7,8,16
HOU,W,117,41,90,45.6,14,36,38.9,21,26,80.8,10,37,47,28,7,7,11,21
SAS,L,97,36,78,46.2,11,32,34.4,14,17,82.4,5,33,38,17,5,9,14,22
CLE,L,105,41,96,42.7,4,17,23.5,19,23,82.6,10,29,39,22,13,4,8,11
CHA,W,100,34,81,42,12,32,37.5,20,23,87,7,33,40,27,5,7,11,14
MIL,W,140,53,94,56.4,24,39,61.5,10,15,66.7,8,47,55,35,3,5,15,16
MEM,W,132,55,110,50,12,35,34.3,10,15,66.7,17,37,54,38,8,6,10,20
UTA,W,120,45,92,48.9,17,39,43.6,13,15,86.7,10,36,46,25,9,10,9,16
IND,L,113,45,111,40.5,12,50,24,11,12,91.7,11,29,40,27,8,3,6,16
BOS,L,126,47,90,52.2,17,35,48.6,15,24,62.5,5,38,43,31,3,6,12,18
ATL,L,110,43,95,45.3,12,34,35.3,12,16,75,15,33,48,21,3,3,7,18
CHI,L,95,39,96,40.6,6,26,23.1,11,12,91.7,14,35,49,21,5,3,13,14
DET,L,86,32,82,39,4,25,16,18,25,72,8,29,37,20,11,5,14,16
NYK,L,100,38,88,43.2,11,24,45.8,13,23,56.5,13,31,44,16,13,2,17,19
NOP,W,113,41,85,48.2,8,28,28.6,23,30,76.7,14,31,45,26,8,7,16,12
TOR,L,105,37,95,38.9,15,46,32.6,16,19,84.2,9,28,37,19,13,3,14,26
LAL,L,94,35,85,41.2,5,25,20,19,28,67.9,7,34,41,20,3,2,11,18
PHI,W,101,38,82,46.3,11,25,44,14,23,60.9,8,36,44,19,12,9,19,18
PHX,W,111,42,87,48.3,9,32,28.1,18,23,78.3,9,42,51,30,7,6,10,24
MIA,L,106,39,97,40.2,9,37,24.3,19,23,82.6,13,38,51,27,7,7,14,19
DAL,W,132,48,86,55.8,19,37,51.4,17,20,85,8,44,52,23,4,3,10,17
BOS,W,112,40,88,45.5,23,55,41.8,9,9,100,7,38,45,27,6,3,9,21
CLE,W,116,39,77,50.6,17,33,51.5,21,28,75,7,47,54,29,8,4,26,19
HOU,L,112,39,79,49.4,14,38,36.8,20,27,74.1,8,30,38,22,7,4,16,20
IND,W,109,38,98,38.8,15,45,33.3,18,20,90,13,37,50,27,8,10,14,22
CHI,W,100,37,80,46.3,14,28,50,12,14,85.7,9,43,52,26,8,8,18,22
OKC,W,114,42,91,46.2,13,39,33.3,17,25,68,19,33,52,22,8,2,16,21
BKN,W,113,44,90,48.9,9,29,31,16,22,72.7,10,25,35,24,11,8,7,18
WAS,L,106,42,79,53.2,7,21,33.3,15,19,78.9,10,33,43,24,5,4,19,22
DEN,L,108,44,88,50,12,34,35.3,8,10,80,10,27,37,30,9,5,15,28
POR,L,92,34,89,38.2,9,41,22,15,19,78.9,9,24,33,17,7,3,6,17
ORL,L,96,32,84,38.1,11,34,32.4,21,30,70,9,35,44,20,6,4,6,13
LAC,W,125,45,86,52.3,12,34,35.3,23,23,100,9,33,42,26,9,1,9,25
SAS,L,113,46,96,47.9,12,33,36.4,9,10,90,5,36,41,29,6,4,9,11
CHA,L,98,31,80,38.8,15,41,36.6,21,28,75,13,26,39,25,5,4,14,20
MEM,W,111,37,95,38.9,10,32,31.3,27,31,87.1,13,47,60,25,8,5,12,22
GSW,L,103,31,90,34.4,13,41,31.7,28,34,82.4,7,39,46,23,8,7,11,25
LAL,L,94,34,81,42,8,26,30.8,18,24,75,13,39,52,18,6,3,16,16
PHI,W,129,48,86,55.8,11,23,47.8,22,29,75.9,9,43,52,24,7,3,10,22
SAC,L,105,39,85,45.9,10,28,35.7,17,27,63,4,29,33,28,4,2,8,21
ATL,W,99,39,98,39.8,13,37,35.1,8,9,88.9,16,33,49,26,13,7,8,21
MIL,W,120,45,92,48.9,14,38,36.8,16,18,88.9,6,43,49,24,5,3,11,11
CHI,L,127,47,90,52.2,17,35,48.6,16,23,69.6,9,33,42,32,6,2,16,20
PHX,W,113,43,86,50,14,27,51.9,13,17,76.5,6,34,40,29,8,1,18,19
SAS,W,116,41,88,46.6,7,18,38.9,27,33,81.8,17,34,51,19,5,4,13,25
IND,W,137,52,89,58.4,20,36,55.6,13,19,68.4,9,38,47,38,7,9,16,17
MEM,L,103,39,84,46.4,8,26,30.8,17,21,81,9,37,46,24,10,6,20,17
TOR,L,112,40,83,48.2,21,44,47.7,11,14,78.6,3,28,31,31,9,4,10,28
UTA,W,115,34,74,45.9,12,37,32.4,35,41,85.4,9,39,48,21,7,5,13,16
DET,W,113,37,85,43.5,14,29,48.3,25,28,89.3,12,37,49,28,7,4,13,17
BKN,L,113,43,91,47.3,10,37,27,17,23,73.9,9,30,39,24,9,3,8,16
DAL,L,119,44,81,54.3,19,42,45.2,12,13,92.3,5,34,39,25,4,4,12,16
GSW,W,116,44,91,48.4,15,41,36.6,13,18,72.2,8,35,43,31,13,6,13,16
HOU,L,100,39,88,44.3,9,32,28.1,13,16,81.3,7,31,38,21,7,4,13,17
SAC,W,107,37,81,45.7,12,30,40,21,26,80.8,11,34,45,22,6,9,14,16
ORL,W,121,43,84,51.2,21,40,52.5,14,20,70,8,36,44,26,4,1,17,20
CLE,L,110,39,89,43.8,7,27,25.9,25,32,78.1,15,32,47,19,8,4,10,21
DEN,W,131,48,91,52.7,14,34,41.2,21,27,77.8,9,34,43,29,10,3,13,22
BOS,L,96,39,91,42.9,12,31,38.7,6,7,85.7,12,33,45,22,8,4,14,20
MIN,L,101,37,79,46.8,13,35,37.1,14,18,77.8,5,34,39,22,8,6,19,19
POR,W,125,44,93,47.3,22,47,46.8,15,17,88.2,13,30,43,17,5,0,6,15
MIA,L,110,41,92,44.6,9,34,26.5,19,20,95,10,26,36,22,10,4,11,17
WAS,W,131,47,86,54.7,7,17,41.2,30,38,78.9,7,36,43,23,6,2,13,27
OKC,L,93,34,93,36.6,13,34,38.2,12,16,75,11,27,38,18,5,3,9,13
NYK,W,94,37,86,43,14,34,41.2,6,11,54.5,5,38,43,24,6,4,7,14
UTA,L,122,44,96,45.8,18,48,37.5,16,28,57.1,11,36,47,19,10,3,16,27
ATL,W,116,47,87,54,11,33,33.3,11,13,84.6,6,44,50,26,6,7,14,16
ORL,L,93,35,82,42.7,10,34,29.4,13,16,81.3,8,41,49,21,6,6,10,13
LAL,W,116,44,92,47.8,13,39,33.3,15,20,75,11,37,48,23,7,6,11,19
MIN,W,123,44,93,47.3,11,34,32.4,24,35,68.6,11,27,38,22,14,4,12,16
NOP,L,93,33,83,39.8,10,37,27,17,25,68,10,34,44,24,6,5,12,19
CHA,L,105,41,83,49.4,11,29,37.9,12,20,60,8,36,44,26,7,8,19,19
POR,W,101,33,87,37.9,14,43,32.6,21,25,84,14,36,50,11,8,8,13,19
PHX,L,119,45,85,52.9,15,36,41.7,14,19,73.7,9,38,47,29,6,6,22,30
LAC,L,89,37,88,42,9,32,28.1,6,11,54.5,8,29,37,22,12,3,12,15
TOR,L,112,37,86,43,12,40,30,26,34,76.5,10,20,30,27,7,6,9,26
HOU,L,94,33,80,41.3,7,27,25.9,21,40,52.5,8,40,48,19,7,3,16,15
CHA,L,104,36,80,45,12,38,31.6,20,28,71.4,7,26,33,25,11,1,17,16
MIA,L,85,32,89,36,8,34,23.5,13,18,72.2,8,43,51,17,4,2,10,21
CHI,L,99,40,91,44,11,33,33.3,8,9,88.9,14,37,51,24,6,3,17,22
MIL,W,109,41,101,40.6,9,39,23.1,18,24,75,12,46,58,22,11,1,22,11
DET,W,116,38,75,50.7,12,29,41.4,28,32,87.5,13,41,54,23,8,5,20,30
BOS,L,110,40,88,45.5,10,38,26.3,20,29,69,15,25,40,19,10,9,12,27
SAS,W,106,38,89,42.7,8,31,25.8,22,30,73.3,13,33,46,19,5,6,9,8
CLE,W,117,40,74,54.1,10,23,43.5,27,33,81.8,7,33,40,23,6,3,15,17
IND,L,115,43,84,51.2,9,32,28.1,20,25,80,4,30,34,29,10,3,16,28
GSW,W,108,41,90,45.6,16,45,35.6,10,12,83.3,6,42,48,32,7,4,12,26
SAC,W,121,41,93,44.1,10,33,30.3,29,35,82.9,6,32,38,25,10,4,8,26
BKN,W,124,42,87,48.3,9,27,33.3,31,40,77.5,15,35,50,22,10,2,16,20
DAL,W,105,40,79,50.6,15,34,44.1,10,12,83.3,6,37,43,14,7,7,18,16
WAS,L,119,46,94,48.9,4,25,16,23,28,82.1,10,42,52,25,5,2,15,25
MEM,W,89,30,85,35.3,10,42,23.8,19,25,76,8,42,50,22,5,4,9,17
DEN,W,129,52,90,57.8,16,44,36.4,9,13,69.2,8,40,48,37,12,3,15,22
PHI,L,105,43,109,39.4,14,41,34.1,5,8,62.5,13,46,59,28,14,7,20,23
POR,W,125,38,73,52.1,18,43,41.9,31,31,100,4,28,32,20,8,8,17,19
UTA,W,117,38,80,47.5,19,43,44.2,22,24,91.7,10,28,38,23,6,6,15,18
ATL,W,119,44,86,51.2,17,37,45.9,14,16,87.5,9,29,38,32,8,6,12,18
PHI,W,99,37,90,41.1,11,32,34.4,14,19,73.7,12,38,50,19,8,10,11,22
BOS,L,109,48,98,49,10,29,34.5,3,4,75,16,29,45,28,8,5,13,18
MIN,L,121,47,90,52.2,11,35,31.4,16,22,72.7,8,26,34,28,9,6,12,21
NYK,L,96,37,84,44,8,24,33.3,14,22,63.6,9,38,47,19,7,5,12,23
MIA,W,113,42,85,49.4,10,27,37,19,21,90.5,16,32,48,30,11,5,13,18
NOP,L,124,46,88,52.3,16,33,48.5,16,20,80,10,31,41,38,8,3,16,24
CHI,W,123,48,94,51.1,12,36,33.3,15,18,83.3,12,30,42,24,8,4,11,17
CLE,L,98,39,86,45.3,10,35,28.6,10,14,71.4,15,27,42,23,7,6,14,19
OKC,L,102,42,90,46.7,7,20,35,11,13,84.6,13,30,43,16,9,9,17,15
LAL,W,137,50,87,57.5,13,26,50,24,28,85.7,10,33,43,37,3,3,13,16
HOU,L,107,42,88,47.7,13,34,38.2,10,13,76.9,10,27,37,27,6,6,13,19
PHX,W,122,47,83,56.6,12,30,40,16,18,88.9,5,37,42,28,7,5,14,19
DET,L,99,39,83,47,7,25,28,14,25,56,8,26,34,22,9,5,8,9
LAL,W,128,49,78,62.8,11,27,40.7,19,25,76,7,39,46,36,9,3,19,25
MIL,W,133,52,94,55.3,11,28,39.3,18,19,94.7,9,37,46,29,6,5,16,20
DAL,L,99,39,79,49.4,17,41,41.5,4,5,80,4,29,33,24,8,4,14,16
CHA,W,122,45,94,47.9,12,30,40,20,25,80,10,36,46,30,7,3,8,15
LAC,W,109,43,86,50,14,32,43.8,9,11,81.8,9,37,46,23,10,0,9,12
GSW,L,97,34,79,43,13,37,35.1,16,24,66.7,9,21,30,24,9,2,22,23
MEM,L,99,38,87,43.7,5,23,21.7,18,26,69.2,10,29,39,15,11,0,10,17
SAC,L,116,48,86,55.8,9,31,29,11,17,64.7,4,40,44,28,7,6,10,19
SAS,W,109,47,83,56.6,12,25,48,3,5,60,10,35,45,29,3,9,21,23
BKN,W,117,44,76,57.9,12,29,41.4,17,22,77.3,3,38,41,29,3,6,15,19
WAS,L,122,44,87,50.6,16,38,42.1,18,24,75,2,31,33,34,5,1,14,18
DEN,W,121,45,97,46.4,15,28,53.6,16,19,84.2,17,37,54,32,7,7,10,15
NYK,L,112,37,92,40.2,15,42,35.7,23,27,85.2,13,27,40,16,9,2,8,22
IND,L,106,39,90,43.3,17,42,40.5,11,13,84.6,10,29,39,28,8,9,11,13
ATL,W,100,32,71,45.1,12,29,41.4,24,26,92.3,12,37,49,21,4,6,15,21
CLE,L,82,31,81,38.3,8,30,26.7,12,23,52.2,14,20,34,19,4,5,13,18
MIA,W,102,37,89,41.6,14,50,28,14,15,93.3,10,33,43,28,15,6,11,17
PHI,W,134,56,98,57.1,15,29,51.7,7,11,63.6,13,41,54,35,7,7,11,27
TOR,L,95,34,90,37.8,12,45,26.7,15,21,71.4,7,31,38,23,5,7,12,22
MIN,W,114,36,73,49.3,13,38,34.2,29,39,74.4,5,40,45,24,6,4,12,22
POR,L,112,39,89,43.8,17,45,37.8,17,21,81,9,33,42,22,6,3,11,29
CHI,W,118,44,97,45.4,12,44,27.3,18,23,78.3,14,46,60,35,6,7,11,20
LAC,L,115,42,92,45.7,15,43,34.9,16,19,84.2,9,23,32,23,12,2,12,17
NOP,W,135,53,81,65.4,12,26,46.2,17,21,81,4,36,40,38,8,1,18,16
BOS,W,134,51,92,55.4,18,37,48.6,14,21,66.7,10,45,55,29,8,3,14,22
GSW,W,131,50,89,56.2,16,31,51.6,15,18,83.3,5,35,40,33,12,2,13,26
MEM,L,122,47,92,51.1,7,22,31.8,21,29,72.4,11,21,32,27,13,3,7,21
UTA,L,119,41,93,44.1,15,44,34.1,22,29,75.9,18,33,51,24,6,6,14,16
SAS,L,99,36,85,42.4,4,21,19,23,31,74.2,10,22,32,20,8,10,9,13
ORL,L,97,33,75,44,16,40,40,15,21,71.4,8,37,45,25,4,1,23,18
HOU,L,107,35,91,38.5,16,50,32,21,31,67.7,10,27,37,23,8,5,11,19
OKC,W,128,42,73,57.5,16,31,51.6,28,34,82.4,8,38,46,26,7,4,24,20
CHA,W,114,39,81,48.1,21,49,42.9,15,19,78.9,8,43,51,30,10,6,27,22
WAS,L,119,43,94,45.7,16,41,39,17,22,77.3,6,35,41,25,9,2,15,20
NYK,W,119,44,90,48.9,14,35,40,17,22,77.3,11,33,44,23,12,2,10,20
TOR,L,104,37,96,38.5,15,46,32.6,15,18,83.3,13,34,47,25,10,6,16,16
BKN,W,100,39,80,48.8,6,27,22.2,16,22,72.7,5,30,35,22,8,7,12,16
MIL,W,125,43,99,43.4,17,45,37.8,22,25,88,13,44,57,33,9,3,18,19
PHX,L,111,43,91,47.3,12,31,38.7,13,17,76.5,10,30,40,28,9,4,16,17
OKC,L,97,37,76,48.7,8,32,25,15,21,71.4,5,35,40,22,3,4,18,18
POR,W,125,43,89,48.3,13,40,32.5,26,30,86.7,7,27,34,26,6,5,8,18
DAL,W,116,42,86,48.8,18,46,39.1,14,16,87.5,11,37,48,26,5,3,8,19
SAC,L,106,43,98,43.9,7,36,19.4,13,16,81.3,22,25,47,27,5,1,12,26
DET,L,95,36,89,40.4,8,32,25,15,20,75,12,34,46,26,10,8,12,16
ATL,W,121,43,84,51.2,12,33,36.4,23,33,69.7,13,32,45,21,6,2,8,17
MIN,L,121,44,86,51.2,10,26,38.5,23,31,74.2,19,37,56,23,5,7,18,24
IND,W,122,46,87,52.9,13,28,46.4,17,21,81,9,36,45,25,9,6,15,18
DEN,L,103,37,90,41.1,16,41,39,13,18,72.2,12,30,42,27,5,1,10,19
CLE,L,82,30,88,34.1,7,32,21.9,15,20,75,5,28,33,13,8,9,6,18
IND,L,100,37,88,42,8,36,22.2,18,21,85.7,10,34,44,22,7,4,16,27
LAL,W,105,34,76,44.7,7,22,31.8,30,39,76.9,6,38,44,20,10,5,15,20
MEM,L,102,40,87,46,14,28,50,8,8,100,8,37,45,27,6,5,16,15
WAS,L,101,40,82,48.8,8,24,33.3,13,22,59.1,6,26,32,19,10,2,18,16
DEN,W,103,41,92,44.6,13,37,35.1,8,11,72.7,9,36,45,27,10,5,9,10
NOP,W,116,47,101,46.5,6,24,25,16,19,84.2,19,51,70,25,2,7,13,18
HOU,L,99,41,112,36.6,9,43,20.9,8,13,61.5,19,31,50,15,11,5,10,19
UTA,W,114,39,81,48.1,15,40,37.5,21,25,84,6,45,51,24,7,10,17,17
CHI,L,90,34,92,37,15,38,39.5,7,7,100,12,38,50,25,5,3,16,16
PHI,W,127,49,90,54.4,11,21,52.4,18,18,100,10,39,49,26,13,6,16,19
SAS,W,104,40,89,44.9,10,29,34.5,14,18,77.8,7,38,45,24,8,5,9,15
ORL,L,77,29,80,36.3,10,38,26.3,9,12,75,9,37,46,17,3,4,18,16
MIA,W,101,37,80,46.3,12,35,34.3,15,20,75,1,40,41,26,11,6,9,13
GSW,L,104,38,88,43.2,9,36,25,19,27,70.4,5,39,44,20,6,6,16,23
TOR,L,120,42,96,43.8,17,37,45.9,19,23,82.6,13,37,50,23,8,4,14,25
DET,L,102,38,85,44.7,15,46,32.6,11,14,78.6,11,39,50,27,6,5,14,21
ATL,W,121,39,90,43.3,15,42,35.7,28,35,80,12,41,53,20,8,13,14,26
PHX,W,127,49,83,59,13,24,54.2,16,19,84.2,5,33,38,28,6,1,13,20
MIN,W,135,51,95,53.7,19,40,47.5,14,16,87.5,7,31,38,28,11,10,11,20
BOS,L,109,41,91,45.1,13,40,32.5,14,22,63.6,11,28,39,22,10,10,11,13
ORL,L,103,39,96,40.6,12,34,35.3,13,15,86.7,16,41,57,22,6,4,14,19
DAL,L,108,35,82,42.7,15,34,44.1,23,33,69.7,6,31,37,20,4,9,6,22
SAC,W,125,45,92,48.9,11,33,33.3,24,28,85.7,8,45,53,25,11,5,12,19
POR,L,121,43,94,45.7,18,43,41.9,17,19,89.5,15,26,41,26,8,2,11,18
